allsilph_order	original_order	Location	plot_id	source_prairie	species	rep	row	column	directionheading	bolting	mortality	growthstage	vigor	leaf_rust	rust_responce	stem_rust	leaf_blotch	viral_symptoms	height_JUL_2020	no_bolting_JUL_2020	mortality_JUL_2020	grwth_stg_JUL_2020	vigor_2020	random_num_2020	stem_dia_mm_JUL_2020	max_lig_JUL_2020	disc_dia_JUL_2020	num_stems_JUL_2020	pssev_JUL_2020	PSLERES_JUL_2020	STEMPS_JUL_2020	CLV_JUL_2020	notes_JUL_2020	maxlig_AUG_2020	disc_dia_AUG_2020	lf_lgth_AUG_2020	lf_width_AUG_2020	lf_thcknss_AUG_2020	num_flwrs_single_stlk_AUG_2020	stem_herb_2020	Floral_herb_AUG_2020	GALLWASP_AUG_2020	leaf_herb_AUG_2020	herb_other_AUG_2020	pssev_AUG_2020	PSLERES_AUG_2020	STEMPS_AUG_2020	lf_blotch_AUG_2020	dis_other_AUG_2020	Notes_AUG_2020	Notes_AUG_2020	bolting_SEPT_2019	mortality_SEPT_2019	growth_stage_SEPT_2019	vigor_SEPT_2019	PSLESEV_SEPT_2019	PSLERES_SEPT_2019	PSSTSEV_SEPT_2019	BLLEBLSEV_SEPT_2019	PHSTSEV_SEPT_2019	CLVESEV_SEPT_2019	DM_SEPT_2019	notes_SEPT_2019	insertrows	AVG_Lig_2020	AVG_Disk_Dia_2020	Year	vigor_JUL_2020	original_region1	original_region
87	NA	central	W3_SIL	W3	SIL	3	4	10	N	6	3	6	2	0	0	0	18.33333333	0.666666667	105	6	3	6	2	NA	2.15	31	6.85	3.333333333	0	0	0	0.666666667	NA	26	7.15	9.75	4.25	0.730333333	7.666666667	NA	6.666666667	0	7.5	NA	0	0	0	18.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.5	7	2020	2	W	West
87	NA	central	W3_SIL	W3	SIL	3	4	10	N	0	2	0.9	2	0	0	0	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0.9	2	0	0	0	0.01	0	0	0	NA	NA	NA	NA	2019	NA	W	West
88	NA	central	W2_SIL	W2	SIL	3	3	10	N	8	1	5.7	2	0	0	0	70	1.333333333	110	8	1	5.7	2	NA	2.283333333	38	9.375	3.666666667	0	0	0	1.333333333	NA	18	6.4	9.5	4.166666667	0.799333333	10.66666667	NA	6.666666667	10	33.33333333	NA	0	0	0	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	7.8875	2020	2	W	West
88	NA	central	W2_SIL	W2	SIL	3	3	10	N	0	0	0.9	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.9	2	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	W	West
89	NA	central	W4_SIL	W4	SIL	3	1	11	S	8	1	4.7	4	0	0	0	36.66666667	0.333333333	115	8	1	4.7	4	NA	2.5	31.66666667	8.766666667	3.666666667	0	0	0	0.333333333	NA	NA	NA	9.166666667	4.333333333	0.781	10.33333333	NA	23.33333333	6.666666667	33.33333333	NA	0	0	0	36.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.66666667	8.766666667	2020	4	W	West
89	NA	central	W4_SIL	W4	SIL	3	1	11	S	0	0	1.3	3	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.3	3	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	W	West
90	NA	central	C3_SIL	C3	SIL	3	2	11	S	9	0	3.5	6	0	0	0	0.366666667	1.666666667	120	9	0	3.5	6	NA	2.816666667	NA	NA	4.333333333	0	0	0	1.666666667	NA	22.66666667	6.3	7.833333333	4.666666667	0.842666667	40	NA	3.333333333	3.333333333	18.33333333	NA	0	0	0	0.366666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.66666667	6.3	2020	6	C	Central
90	NA	central	C3_SIL	C3	SIL	3	2	11	S	0	0	1.5	4	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.5	4	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
91	NA	central	C1_SIL	C1	SIL	3	9	11	S	8	1	5.7	6	0	0	0	40	2	130	8	1	5.7	6	NA	2.183333333	29	7.683333333	8.333333333	0	0	0	2	NA	NA	NA	7.833333333	3.666666667	0.805333333	12.66666667	NA	6.666666667	3.333333333	11.66666667	NA	0	0	0	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	7.683333333	2020	6	C	Central
91	NA	central	C1_SIL	C1	SIL	3	9	11	S	0	1	1.4	5	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1.4	5	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
92	NA	central	C2_SIL	C2	SIL	3	10	11	S	9	0	3.9	7	0	0	0	9	0.666666667	135	9	0	3.9	7	NA	3.583333333	26	6.5	5.333333333	0	0	0	0.666666667	NA	24	6.3	10.66666667	5.833333333	0.950333333	42.33333333	NA	13.33333333	5	13.33333333	NA	0	0	0	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	6.4	2020	7	C	Central
92	NA	central	C2_SIL	C2	SIL	3	10	11	S	0	0	1.5	6	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.5	6	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
93	NA	central	E3_SIL	E3	SIL	3	10	12	N	9	0	4.5	5	0	0	0	0.366666667	1.333333333	115	9	0	4.5	5	NA	1.9	16.5	5.25	6	0	0	0	1.333333333	NA	12	6.475	7.666666667	3.5	0.81	30.66666667	NA	3.333333333	0	5	NA	0	0	0	0.366666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.25	5.8625	2020	5	E	East
93	NA	central	E3_SIL	E3	SIL	3	10	12	N	0	0	1.5	5	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.5	5	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
94	NA	central	E1_SIL	E1	SIL	3	9	12	N	9	0	4.9	5	0	0	0	1.333333333	1.666666667	115	9	0	4.9	5	NA	2.216666667	16	5.85	9	0	0	0	1.666666667	NA	NA	5.925	9.333333333	3.833333333	0.806333333	40	NA	13.33333333	1.666666667	6.666666667	NA	0	0	0	1.333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	5.8875	2020	5	E	East
94	NA	central	E1_SIL	E1	SIL	3	9	12	N	0	0	1.6	5	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.6	5	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
95	NA	central	W1_SIL	W1	SIL	3	7	12	N	8	1	6	3	0	0	0	46.66666667	0	105	8	1	6	3	NA	2.633333333	27	8.433333333	3.333333333	0	0	0	0	NA	NA	NA	10.5	4.666666667	0.776333333	13.33333333	NA	36.66666667	5	23.33333333	NA	0	0	0	46.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	8.433333333	2020	3	W	West
95	NA	central	W1_SIL	W1	SIL	3	7	12	N	0	1	0.9	2	0	0	0	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0.9	2	0	0	0	0.2	0	0	0	NA	NA	NA	NA	2019	NA	W	West
96	NA	central	E2_SIL	E2	SIL	3	2	12	N	9	0	4.7	5	0	0	0	2.333333333	3	115	9	0	4.7	5	NA	2.316666667	17	5.525	9.333333333	0	0	0	3	NA	15	5.3	7.333333333	3.5	0.754666667	32	NA	5	1.666666667	20	NA	0	0	0	2.333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	5.4125	2020	5	E	East
96	NA	central	E2_SIL	E2	SIL	3	2	12	N	0	0	1.5	6	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.5	6	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
97	NA	central	C4_SIL	C4	SIL	4	1	13	S	9	0	4.3	7	0	0	0	1.5	1.666666667	155	9	0	4.3	7	NA	3.3	23.33333333	7.025	8	0	0	0	1.666666667	NA	NA	6.36	8.666666667	5.166666667	0.944666667	65	NA	13.33333333	1.666666667	20	NA	0	0	0	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.33333333	6.6925	2020	7	C	Central
97	NA	central	C4_SIL	C4	SIL	4	1	13	S	0	0	1.7	6	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.7	6	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
98	NA	central	E1_SIL	E1	SIL	4	2	13	S	9	0	4.5	6	0	0	0	5.333333333	2	140	9	0	4.5	6	NA	2.85	20.5	6.45	10	0	0	0	2	NA	14	7.3	10.33333333	4.5	0.694	66.33333333	NA	20	1.666666667	30	NA	0	0	0	5.333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.25	6.875	2020	6	E	East
98	NA	central	E1_SIL	E1	SIL	4	2	13	S	1	0	1.7	7	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1.7	7	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
99	NA	central	W4_SIL	W4	SIL	4	4	13	S	7	2	4.7	3	0	0	0	46.66666667	2.333333333	100	7	2	4.7	3	NA	2.033333333	35	7.35	3	0	0	0	2.333333333	NA	27	6	9.5	3.75	0.693333333	5	NA	26.66666667	16.66666667	36.66666667	NA	0	0	0	46.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	6.675	2020	3	W	West
99	NA	central	W4_SIL	W4	SIL	4	4	13	S	0	1	1.1	3	0	0	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1.1	3	0	0	0	0.5	0	0	0	NA	NA	NA	NA	2019	NA	W	West
100	NA	central	W2_SIL	W2	SIL	4	5	13	S	4	5	4.7	2	0	0	0	50	0	75	4	5	4.7	2	NA	2.683333333	29	6.45	1	0	0	0	0	NA	27	6.25	9.166666667	4.5	0.713333333	10.33333333	NA	16.66666667	0	36.66666667	NA	0	0	0	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	6.35	2020	2	W	West
100	NA	central	W2_SIL	W2	SIL	4	5	13	S	0	0	0.7	2	0	0	0	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.7	2	0	0	0	0.02	0	0	0	NA	NA	NA	NA	2019	NA	W	West
101	NA	central	E2_SIL	E2	SIL	4	7	13	S	9	0	4.5	6	0	0	0	0	1.333333333	140	9	0	4.5	6	NA	2.583333333	19	6.7	9	0	0	0	1.333333333	NA	17.5	6.625	7.333333333	3.833333333	0.746	26.33333333	NA	3.333333333	0	18.33333333	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.25	6.6625	2020	6	E	East
101	NA	central	E2_SIL	E2	SIL	4	7	13	S	0	0	1.7	6	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.7	6	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
102	NA	central	C3_SIL	C3	SIL	4	3	14	N	9	0	4.5	7	0	0	0	0.066666667	2	150	9	0	4.5	7	NA	2.633333333	NA	NA	9.333333333	0	0	0	2	NA	19	6.183333333	7.666666667	4.833333333	0.889	31	NA	8.333333333	1.666666667	20	NA	0	0	0	0.066666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	6.183333333	2020	7	C	Central
102	NA	central	C3_SIL	C3	SIL	4	3	14	N	1	0	1.8	6	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1.8	6	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
103	NA	central	E4_SIL	E4	SIL	4	3	15	S	9	0	5.5	5	0	0	0	7.333333333	2.666666667	135	9	0	5.5	5	NA	2.583333333	18	5.9	11.66666667	0	0	0	2.666666667	NA	16	7.1	10.5	5	0.776	60.66666667	NA	11.66666667	1.666666667	16.66666667	NA	0	0	0	7.333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	6.5	2020	5	E	East
103	NA	central	E4_SIL	E4	SIL	4	3	15	S	0	0	1.6	6	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.6	6	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
104	NA	central	W1_SIL	W1	SIL	4	5	15	S	7	2	5.3	3	0	0	0	56.66666667	0.333333333	110	7	2	5.3	3	NA	2.483333333	24.33333333	8.183333333	1.666666667	0	0	0	0.333333333	NA	NA	NA	9.166666667	4.333333333	0.766	11	NA	30	3.333333333	6.666666667	NA	0	0	0	56.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.33333333	8.183333333	2020	3	W	West
104	NA	central	W1_SIL	W1	SIL	4	5	15	S	0	2	0.9	2	0	0	0	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0.9	2	0	0	0	0.01	0	0	0	NA	NA	NA	NA	2019	NA	W	West
105	NA	central	C2_SIL	C2	SIL	4	6	15	S	9	0	3.7	7	0	0	0	28.33333333	1	155	9	0	3.7	7	NA	3.116666667	NA	NA	6.666666667	0	0	0	1	NA	16.66666667	6.3	8.333333333	4.666666667	0.942666667	33	NA	3.333333333	1.666666667	13.33333333	NA	0	0	0	28.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.66666667	6.3	2020	7	C	Central
105	NA	central	C2_SIL	C2	SIL	4	6	15	S	0	0	1.5	7	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.5	7	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
106	NA	central	C1_SIL	C1	SIL	4	9	16	N	9	0	6.3	6	0	0	0	25	2.333333333	125	9	0	6.3	6	NA	2.5	35	8.75	5.666666667	0	0	0	2.333333333	NA	NA	NA	9.333333333	4.166666667	0.807666667	14.66666667	NA	36.66666667	5	40	NA	0	0	0	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	8.75	2020	6	C	Central
106	NA	central	C1_SIL	C1	SIL	4	9	16	N	0	0	1.5	6	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.5	6	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
107	NA	central	W3_SIL	W3	SIL	4	4	16	N	7	1	5.5	3	0	0	0	31.66666667	1	100	7	1	5.5	3	NA	1.766666667	20.5	7.35	4.333333333	0	0	0	1	NA	18	6.65	8.5	3.5	0.779	9.666666667	NA	36.66666667	0	21.66666667	NA	0	0	0	31.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.25	7	2020	3	W	West
107	NA	central	W3_SIL	W3	SIL	4	4	16	N	0	1	0.9	3	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0.9	3	0	0	0	0.1	0	0	0	NA	NA	NA	NA	2019	NA	W	West
108	NA	central	E3_SIL	E3	SIL	4	1	16	N	9	0	3.5	5	0	0	0	0	1.333333333	125	9	0	3.5	5	NA	2.076666667	18	7.45	5.333333333	0	0	0	1.333333333	NA	14	5.25	8.166666667	3.666666667	0.708333333	26.66666667	NA	5	0	6.666666667	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	6.35	2020	5	E	East
108	NA	central	E3_SIL	E3	SIL	4	1	16	N	0	0	1.5	6	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.5	6	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
109	NA	central	E3_SIL	E3	SIL	5	3	17	S	8	1	4.7	5	0	0	0	0.166666667	2	120	8	1	4.7	5	NA	2.466666667	15	7.35	5.333333333	0	0	0	2	NA	16.5	7.175	7.833333333	4.166666667	0.885	46.66666667	NA	6.666666667	0	8.333333333	NA	0	0	0	0.166666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.75	7.2625	2020	5	E	East
109	NA	central	E3_SIL	E3	SIL	5	3	17	S	0	1	1.5	5	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1.5	5	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
110	NA	central	E1_SIL	E1	SIL	5	5	17	S	9	0	4.1	5	0	0	0	0.2	3	115	9	0	4.1	5	NA	2.25	22	5.85	10	0	0	0	3	NA	13.5	6.925	8.166666667	3.666666667	0.722	33.66666667	NA	8.333333333	0	13.33333333	NA	0	0	0	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.75	6.3875	2020	5	E	East
110	NA	central	E1_SIL	E1	SIL	5	5	17	S	0	1	1.5	6	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1.5	6	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
111	NA	central	C1_SIL	C1	SIL	5	11	17	S	7	0	6	4	0	0	0	81.66666667	1	105	7	0	6	4	NA	1.8	26.66666667	8.7	5.333333333	0	0	0	1	NA	NA	7.45	9.5	3.5	0.7	5.666666667	NA	36.66666667	20	5	NA	0	0	0	81.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.66666667	8.075	2020	4	C	Central
111	NA	central	C1_SIL	C1	SIL	5	11	17	S	0	0	1.4	4	0	0	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.4	4	0	0	0	0.5	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
112	NA	central	C2_SIL	C2	SIL	5	11	18	N	9	0	3.5	6	0	0	0	11.66666667	1	120	9	0	3.5	6	NA	2.9	NA	NA	6	0	0	0	1	NA	17.33333333	7.316666667	8.333333333	4.833333333	0.914333333	22.66666667	NA	0	23.33333333	11.66666667	NA	0	0	0	11.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.33333333	7.316666667	2020	6	C	Central
112	NA	central	C2_SIL	C2	SIL	5	11	18	N	0	0	1.6	7	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.6	7	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
113	NA	central	W2_SIL	W2	SIL	5	9	18	N	7	2	5.9	3	0	0	0	73.33333333	2.333333333	90	7	2	5.9	3	NA	1.816666667	37	6.425	2.666666667	0	0	0	2.333333333	NA	NA	4.25	8.166666667	3.666666667	0.876	5	NA	46.66666667	20	3.333333333	NA	0	0	0	73.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	5.3375	2020	3	W	West
113	NA	central	W2_SIL	W2	SIL	5	9	18	N	0	1	1.3	3	0	0	0	0.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1.3	3	0	0	0	0.01	0	0	0	2_maybe_not_planted	NA	NA	NA	2019	NA	W	West
114	NA	central	E2_SIL	E2	SIL	5	5	18	N	7	2	4.5	4	0	0	0	0.033333333	1.333333333	95	7	2	4.5	4	NA	2.55	17	NA	4	0	0	0	1.333333333	NA	13.33333333	6.333333333	7	4	0.748333333	30.33333333	NA	5	0	15	NA	0	0	0	0.033333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.16666667	6.333333333	2020	4	E	East
114	NA	central	E2_SIL	E2	SIL	5	5	18	N	0	NA	1.4	5	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1.4	5	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	E	East
115	NA	central	C3_SIL	C3	SIL	5	4	18	N	7	1	3.5	5	0	0	0	2.333333333	1.666666667	125	7	1	3.5	5	NA	2.65	NA	NA	6	0	0	0	1.666666667	NA	20.66666667	6.35	7.666666667	5	0.816666667	28.66666667	NA	10	0	11.66666667	NA	0	0	0	2.333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.66666667	6.35	2020	5	C	Central
115	NA	central	C3_SIL	C3	SIL	5	4	18	N	0	1	1.4	5	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1.4	5	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
116	NA	central	C4_SIL	C4	SIL	5	2	18	N	9	0	3.3	5	0	0	0	2	2	120	9	0	3.3	5	NA	2.266666667	NA	NA	5	0	0	0	2	NA	21	6.25	7.5	4.333333333	0.902666667	21.33333333	NA	5	0	6.666666667	NA	0	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	6.25	2020	5	C	Central
116	NA	central	C4_SIL	C4	SIL	5	2	18	N	0	0	1.5	5	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.5	5	0	0	0	0	0	0	0	NA	NA	NA	NA	2019	NA	C	Central
117	NA	central	W3_SIL	W3	SIL	5	2	19	S	7	2	5.5	3	0	0	0	26.66666667	2	95	7	2	5.5	3	NA	1.683333333	31	8.35	1.666666667	0	0	0	2	NA	17	5.8	7.833333333	4.166666667	0.774	5	NA	40	3.333333333	6.666666667	NA	0	0	0	26.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	7.075	2020	3	W	West
117	NA	central	W3_SIL	W3	SIL	5	2	19	S	0	0	1.3	3	0	0	0	0.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1.3	3	0	0	0	0.02	0	0	0	NA	NA	NA	NA	2019	NA	W	West
118	NA	central	E4_SIL	E4	SIL	5	4	19	S	9	0	4.7	4	0	0	0	2.333333333	1.333333333	100	9	0	4.7	4	NA	1.716666667	22	6.5	6	0	0	0	1.333333333	NA	13.5	4.925	6.833333333	3.333333333	0.732	23	NA	5	0	8.333333333	NA	0	0	0	2.333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.75	5.7125	2020	4	E	East
