allsilph_order	original_order	Location	plot_id	source_prairie	species	rep	row	column	directionheading	height_JUL_2020	mortality_JUL_2020	no_bolting_JUL_2020	grwth_stg_JUL_2020	vigor_JUL_2020	vigor_2020	random_num_2020	stem_dia_mm_JUL_2020	max_lig_JUL_2020	disc_dia_JUL_2020	num_stems_JUL_2020	pssev_JUL_2020	PSLERES_JUL_2020	STEMPS_JUL_2020	CLV_JUL_2020	notes_JUL_2020	maxlig_AUG_2020	disc_dia_AUG_2020	lf_lgth_AUG_2020	lf_width_AUG_2020	lf_thcknss_AUG_2020	num_flwrs_single_stlk_AUG_2020	stem_herb_2020	Floral_herb_AUG_2020	GALLWASP_AUG_2020	leaf_herb_AUG_2020	herb_other_AUG_2020	pssev_AUG_2020	PSLERES_AUG_2020	STEMPS_AUG_2020	lf_blotch_AUG_2020	dis_other_AUG_2020	Notes_AUG_2020	Notes_AUG_2020	bolting_SEPT_2019	mortality_SEPT_2019	vigor_SEPT_2019	growth_stage_SEPT_2019	PSLESEV_SEPT_2019	PSLERES_SEPT_2019	PSSTSEV_SEPT_2019	BLLEBLSEV_SEPT_2019	PHSTSEV_SEPT_2019	CLVESEV_SEPT_2019	DM_SEPT_2019	notes_SEPT_2019	insertrows	AVG_Lig_2020	AVG_Disk_Dia_2020	Year
132	NA	east	W2_SIL	W2	SIL	1	6	1	R	150	0	9	5.5	6	6	NA	2.783333333	31.66666667	7.7	8.666666667	0.34	1.166666667	0.233333333	2	NA	NA	NA	10.33333333	5	0.674	13.66666667	NA	5	1.666666667	8.333333333	NA	0.1	1.666666667	0.233333333	4	NA	NA	NA	0	0	8	1.6	0.5	"1,1,1,0,2,2,2,2,2"	0	0	0	0	0	NA	Average	31.66666667	7.7	NA
133	NA	east	C1_SIL	C1	SIL	2	7	8	L	150	0	9	5.5	5	5	NA	2.316666667	31.5	7.425	9	0.07	1.5	0.233333333	3.333333333	NA	18	4.75	10.16666667	4.5	0.683333333	10.33333333	NA	3.333333333	1.666666667	5	NA	0.07	1.5	0.203333333	0.4	NA	NA	NA	0	0	6	1.6	0.2	"2,1,2,2,2,2,2,2,2"	0	0.01	0	0	0	NA	Average	24.75	6.0875	NA
134	NA	east	E4_SIL	E4	SIL	2	8	8	R	140	0	9	4	5	5	NA	2.216666667	NA	NA	7.333333333	0.5	2	0.366666667	2	NA	13.66666667	5.633333333	7.833333333	3.866666667	0.834333333	20.66666667	NA	1.666666667	0	6.666666667	NA	0.366666667	2	0.4	0.066666667	NA	NA	NA	0	0	6	1.6	2	"2,3,2,2,4,2,3,3,2"	0	0	0	0	0	NA	Average	13.66666667	5.633333333	NA
135	NA	east	W2_SIL	W2	SIL	2	8	3	R	140	0	9	6	5	5	NA	2.633333333	28.33333333	8.066666667	6.333333333	0.203333333	1	0.033333333	2	NA	NA	NA	11	5	0.682666667	10	NA	5	1.666666667	10	NA	0.066666667	0.833333333	0.033333333	0.533333333	NA	NA	NA	0	0	7	1.5	0.05	"2,2,2,0,2,2,2,2,1"	0	2	0	0	0	NA	Average	28.33333333	8.066666667	NA
136	NA	east	E3_SIL	E3	SIL	2	9	3	L	140	0	9	4	5	5	NA	2.233333333	16	NA	9.333333333	0.533333333	2	0.4	1.666666667	NA	16	6.116666667	9	4	0.755	29.66666667	NA	0	0	6.666666667	NA	2	1.366666667	4.033333333	0.233333333	NA	NA	NA	2	0	7	1.7	15	"2,3,2,2,2,4,3,3,4"	5	0	0	0	0	NA	Average	16	6.116666667	NA
137	NA	east	W4_SIL	W4	SIL	2	9	4	L	165	0	9	5.5	7	7	NA	2.556666667	35.5	7.85	6.666666667	0.07	1.666666667	0.4	2.333333333	NA	23	6.975	10.5	4.666666667	0.723666667	9.333333333	NA	3.333333333	0	16.66666667	NA	0.033333333	0.333333333	0.333333333	2.166666667	NA	NA	NA	0	0	8	1.7	0.02	"2,2,2,2,2,2,2,2,2"	0	0.02	0	0	0	NA	Average	29.25	7.4125	NA
138	NA	east	C2_SIL	C2	SIL	2	9	8	L	155	0	9	3.9	6	6	NA	2.8	NA	NA	6.333333333	0.233333333	0.366666667	0.1	0.666666667	NA	23	6.366666667	9.833333333	5.333333333	0.832	32	NA	0	5	13.33333333	NA	0.233333333	2	0.1	0.033333333	hypersensitive2?	NA	NA	0	0	6	1.5	0.2	"2,2,2,2,2,2,2,2,2"	0	0	0	0	0	NA	Average	23	6.366666667	NA
139	NA	east	E1_SIL	E1	SIL	2	10	7	R	135	1	8	4.9	6	6	NA	2.15	17	6.4	10	4	2.333333333	5.5	2.333333333	NA	18	6.2	9.666666667	4.5	0.716333333	29	NA	0	0	28.33333333	NA	6	2.666666667	7.333333333	0.233333333	NA	NA	NA	2	0	6	1.5	20	"4,3,4,3,3,4,3,3,2"	20	0	0	0	0	NA	Average	17.5	6.3	NA
140	NA	east	W3_SIL	W3	SIL	2	10	3	R	150	1	8	6.3	6	6	NA	2.133333333	23.66666667	6.733333333	7	0.006666667	0.833333333	0.4	2.333333333	NA	NA	NA	10	5.166666667	0.754333333	10.33333333	NA	5	0	6.666666667	NA	0.07	2	0.233333333	2.333333333	NA	NA	NA	0	1	7	1.7	0.02	"2,2,NA,2,0,2,2,2,2"	0	0.1	0	0	0	NA	Average	23.66666667	6.733333333	NA
141	NA	east	W1_SIL	W1	SIL	2	10	1	R	140	0	9	5.7	5	5	NA	2.266666667	25	8.525	6.666666667	0.2	1.333333333	2.666666667	1.666666667	NA	NA	7.75	9.833333333	4.666666667	0.616	8	NA	3.333333333	5	36.66666667	NA	0.333333333	1.366666667	4	1	NA	NA	NA	0	0	6	1.5	0.1	"0,2,2,2,2,2,2,2,2"	0	0	0	0	0	NA	Average	25	8.1375	NA
142	NA	east	C4_SIL	C4	SIL	2	11	3	L	160	0	9	4.7	7	7	NA	2.483333333	NA	NA	8	0.5	2	4.333333333	1.666666667	NA	20.66666667	6.283333333	8	4.5	0.835666667	24	NA	0	0	5	NA	0.533333333	2	1	0.533333333	NA	NA	NA	0	0	6	1.5	15	"3,3,4,4,4,4,4,2,4"	0	0	0	0	0	NA	Average	20.66666667	6.283333333	NA
143	NA	east	C3_SIL	C3	SIL	2	11	5	L	180	0	9	3.5	8	8	NA	3.066666667	NA	NA	10	1.703333333	2	1.666666667	1.666666667	NA	17.66666667	5	9.333333333	5	0.863333333	23.66666667	NA	0	0	6.666666667	NA	0.7	2	2.666666667	0.166666667	NA	NA	NA	0	0	9	1.8	0.5	"0,3,2,2,3,2,4,2,4"	0	0	0	0	0	NA	Average	17.66666667	5	NA
144	NA	east	E2_SIL	E2	SIL	2	11	7	L	135	0	9	3.9	6	6	NA	2.233333333	NA	NA	10.66666667	1.033333333	2.333333333	2.5	2	NA	14.33333333	6.416666667	10	4.333333333	0.831	29.33333333	NA	0	0	11.66666667	NA	4.166666667	2.333333333	1.666666667	8.5	NA	NA	NA	1	0	6	1.6	20	"4,3,4,4,4,4,4,4,4"	10	0.01	0	0	0	NA	Average	14.33333333	6.416666667	NA
145	NA	east	E4_SIL	E4	SIL	3	12	8	R	110	0	9	4	4	4	NA	1.983333333	15	NA	7.333333333	0.266666667	2.333333333	0.366666667	2.666666667	NA	15.66666667	6	7.5	3.666666667	0.864666667	16.33333333	NA	1.666666667	0	8	NA	0.533333333	2.666666667	1.033333333	0.033333333	NA	NA	NA	0	0	4	1.4	10	"4,2,3,3,4,3,3,2,4"	0	0	0	0	0	NA	Average	15.33333334	6	NA
146	NA	east	W4_SIL	W4	SIL	3	12	5	R	150	0	9	6.3	6	6	NA	2.75	28.66666667	8.05	9	0.003333333	0.166666667	0.066666667	1.333333333	NA	NA	6.75	11.83333333	4.833333333	0.639666667	11.33333333	NA	10	1.666666667	6.666666667	NA	0.036666667	1	0.066666667	0.733333333	chloorsisconstrictedbyvein	NA	NA	0	0	7	1.7	0.05	"2,2,2,2,2,2,2,2,2"	0	0.02	0	0	0	NA	Average	28.66666667	7.4	NA
147	NA	east	C2_SIL	C2	SIL	3	12	2	R	150	0	9	5	6	6	NA	2.4	21.5	6.2	9.333333333	0.203333333	1.666666667	0.166666667	0	NA	23	5.25	10.16666667	5	0.823	23	NA	1.666666667	0	6.666666667	NA	0.2	1.333333333	0.366666667	0.233333333	NA	NA	NA	0	0	7	1.7	0.5	"2,2,2,3,2,2,2,3,2"	0	0.01	0	0	0	NA	Average	22.25	5.725	NA
148	NA	east	C3_SIL	C3	SIL	3	12	1	R	140	0	9	3.7	5	5	NA	2.6	NA	NA	6	0.1	0.5	0.333333333	4.666666667	NA	18.33333333	5.75	7.833333333	3.833333333	0.916666667	30	NA	0	1.666666667	5	NA	0.07	2	0.066666667	0.066666667	NA	NA	NA	0	0	5	1.5	0.1	"2,2,2,2,2,2,2,2,2"	0	0.02	0	0	0	NA	Average	18.33333333	5.75	NA
149	NA	east	C1_SIL	C1	SIL	3	13	2	L	145	0	9	6	5	5	NA	2.216666667	33	5.975	10.33333333	0.203333333	2	0.1	3.666666667	NA	30	5.75	8.633333333	3.666666667	0.806333333	5.333333333	NA	8.333333333	3.333333333	10	NA	0.336666667	2	0.1	0.233333333	NA	NA	NA	0	0	5	1.4	0.1	"2,2,2,2,2,2,2,2,2"	0	0.02	0	0	0	NA	Average	31.5	5.8625	NA
150	NA	east	W3_SIL	W3	SIL	3	13	4	L	150	0	9	6.5	6	6	NA	2.466666667	26	7.125	7.666666667	0	0	0.066666667	5	NA	NA	8.2	10	3.5	0.786333333	8.333333333	NA	11.66666667	1.666666667	23.33333333	NA	0.003333333	0.666666667	0.2	0.366666667	bronzing?blackvein	NA	NA	0	0	8	1.7	0.05	"2,2,2,2,2,2,2,2,2"	0	0.01	0	0	0	NA	Average	26	7.6625	NA
151	NA	east	W2_SIL	W2	SIL	3	15	3	L	140	0	9	5.7	5	5	NA	2.25	27	9.225	7.333333333	0.053333333	2	0.366666667	4.333333333	NA	16	6.55	10.33333333	3.833333333	0.770333333	9.333333333	NA	11.66666667	0	20	NA	0.233333333	2	0.1	0.1	NA	NA	NA	0	0	6	1.5	0.1	"2,2,2,2,2,2,2,2,2"	0	0	0	0	0	NA	Average	21.5	7.8875	NA
152	NA	east	E3_SIL	E3	SIL	3	15	5	L	130	0	9	4	5	5	NA	2.25	14	5.85	11	0.04	2.333333333	0.866666667	3	NA	14	0.54	8.166666667	3.833333333	0.832666667	27	NA	0	0	8.333333333	NA	0.1	1.7	0.733333333	0.666666667	NA	NA	NA	1	0	7	1.8	1	"4,4,3,2,2,3,2,2,3"	2	0	0	0	0	NA	Average	14	3.195	NA
153	NA	east	W1_SIL	W1	SIL	3	16	8	R	115	0	9	5	4	4	NA	2.683333333	26	7.85	7	0.066666667	0.5	0.233333333	3.666666667	NA	24.5	7.975	9.333333333	4.5	0.855666667	13.66666667	NA	5	0	10	NA	0.233333333	1.833333333	0.233333333	0.533333333	NA	NA	NA	0	0	4	1.4	0.1	"2,2,2,2,2,2,2,2,2"	0	0.1	0	0	0	NA	Average	25.25	7.9125	NA
154	NA	east	E2_SIL	E2	SIL	3	16	5	R	125	0	9	3.5	5	5	NA	1.813333333	NA	NA	7.666666667	0.833333333	2.333333333	5.666666667	1.333333333	NA	16	5.466666667	8.166666667	3.666666667	0.729666667	18.33333333	NA	0	0	10	NA	0.833333333	2.333333333	4.666666667	0.2	NA	NA	NA	0	0	6	1.5	15	"2,2,4,3,4,3,2,4,4"	0	0	0	0	0	NA	Average	16	5.466666667	NA
155	NA	east	E1_SIL	E1	SIL	3	16	3	R	120	0	9	3.7	5	5	NA	2.233333333	NA	NA	9.666666667	0.366666667	2.333333333	0.233333333	1	NA	15	5.6	9.333333333	4	0.729666667	26.33333333	NA	0	0	8.333333333	NA	0.866666667	2	0.1	0.2	NA	NA	NA	3	0	6	1.6	10	"3,3,3,4,4,2,3,4,3"	0	0	0	0	0	NA	Average	15	5.6	NA
156	NA	east	C4_SIL	C4	SIL	3	16	2	R	135	1	8	4	4	4	NA	2.633333333	NA	NA	5.333333333	0.233333333	2	0.366666667	3.333333333	NA	24	6.4	8.5	4.5	0.891	31	NA	0	0	6.666666667	NA	0.366666667	1.666666667	0.533333333	1.866666667	NA	NA	NA	0	1	7	1.6	30	"4,4,3,4,3,2,3,NA,4"	0	0	0	0	0	NA	Average	24	6.4	NA
157	NA	east	E1_SIL	E1	SIL	4	17	6	L	125	0	9	4.5	5	5	NA	2.25	18	NA	9	2.166666667	2.333333333	1.166666667	1.666666667	NA	16.66666667	6.433333333	8.166666667	4.5	0.783666667	20.33333333	NA	0	0	8.333333333	NA	2.5	2.333333333	2.166666667	0.033333333	NA	NA	NA	1	0	7	1.8	20	"4,3,3,2,4,3,2,3,4"	20	0	0	0	0	NA	Average	17.33333334	6.433333333	NA
158	NA	east	C4_SIL	C4	SIL	4	17	7	L	150	0	9	4.7	6	6	NA	2.483333333	20	5.25	6.666666667	0.366666667	2	2.166666667	2.333333333	NA	19.5	6.1	8.5	4.833333333	0.814333333	33	NA	1.666666667	3.333333333	6.666666667	NA	0.366666667	2	1.166666667	0.333333333	NA	NA	NA	0	0	6	1.5	15	"4,3,4,4,4,3,4,2,4"	0	0.02	0	0	0	NA	Average	19.75	5.675	NA
159	NA	east	E4_SIL	E4	SIL	4	17	8	L	110	0	9	4.5	4	4	NA	1.95	NA	NA	7	0.866666667	2.333333333	2.333333333	0.333333333	NA	13.66666667	5.933333333	7.833333333	3.833333333	0.857	19	NA	0	0	15.66666667	NA	1.166666667	2	2.666666667	0.033333333	NA	NA	NA	0	0	5	1.5	10	"4,2,2,4,3,4,3,4,4"	0	0	0	0	0	NA	Average	13.66666667	5.933333333	NA
160	NA	east	E2_SIL	E2	SIL	4	18	6	R	110	0	9	5.7	4	4	NA	2	14	6.5	15	3.5	1.666666667	5.166666667	2.333333333	NA	15	5.075	9.666666667	3.833333333	0.793	24	NA	13.33333333	0	6.666666667	NA	3.5	1.666666667	13.5	3.366666667	NA	NA	NA	0	0	6	1.6	30	"4,2,4,3,4,4,4,4,4"	0	0	0	0	0	NA	Average	14.5	5.7875	NA
161	NA	east	C2_SIL	C2	SIL	4	18	4	R	150	0	9	3.9	6	6	NA	3.45	NA	NA	9.666666667	0	0	0	0.666666667	NA	20.33333333	7.333333333	9.833333333	4.833333333	0.862333333	24.33333333	NA	0	3.333333333	8.333333333	NA	0	0	0	0.066666667	NA	NA	NA	0	0	7	1.7	10	"1,4,4,1,2,4,2,4,4"	0	0	0	0	0	NA	Average	20.33333333	7.333333333	NA
162	NA	east	W2_SIL	W2	SIL	4	18	2	R	110	0	9	6.5	5	5	NA	2.033333333	27	7.925	5	0.036666667	1.333333333	0	4.666666667	NA	27	7.65	9	3.666666667	0.854666667	9	NA	1.666666667	0	8.333333333	NA	0.07	2	0.066666667	2	NA	NA	NA	0	0	6	1.5	0.1	"2,2,2,2,2,0,3,2,2"	0	0.1	0	0	0	NA	Average	27	7.7875	NA
163	NA	east	W3_SIL	W3	SIL	4	19	7	L	135	0	9	6.7	6	6	NA	2.4	24.66666667	6.9	11	0.04	1.166666667	2.166666667	3.333333333	NA	NA	NA	9.166666667	3.333333333	0.683	6	NA	15	0	33.33333333	NA	0.166666667	0.666666667	1	1.333333333	NA	NA	NA	0	0	7	1.7	0.2	"2,2,2,2,2,2,2,2,2"	0	0.02	0	0	0	NA	Average	24.66666667	6.9	NA
164	NA	east	E3_SIL	E3	SIL	4	20	8	R	105	1	8	3.9	4	4	NA	2.066666667	13	5.25	9.666666667	0.666666667	2.333333333	2.333333333	3	NA	13.5	5.7	8.333333333	3.666666667	0.635333333	30.33333333	NA	0	0	13.33333333	NA	2.166666667	2.333333333	3	0.333333333	NA	NA	NA	0	0	5	1.4	10	"2,3,3,2,4,2,4,2,2"	0	0	0	0	0	NA	Average	13.25	5.475	NA
165	NA	east	W4_SIL	W4	SIL	4	20	4	R	105	0	9	4	4	4	NA	1.866666667	25	6.45	3.333333333	0.036666667	1.333333333	0	3	NA	23.5	5.1	9.5	3.833333333	0.661	4	NA	1.666666667	0	23.33333333	NA	0.066666667	1.333333333	0.2	0.166666667	NA	NA	NA	0	0	6	1.5	0.1	"1,2,2,2,2,2,2,2,2"	0	0	0	0	0	NA	Average	24.25	5.775	NA
166	NA	east	C1_SIL	C1	SIL	4	21	6	L	120	1	8	6	5	5	NA	2.116666667	25.66666667	7.5	9.333333333	1.166666667	2	15	3.666666667	NA	NA	NA	9.333333333	4	0.763666667	12	NA	1.666666667	0	20	NA	0.5	2	15	0.233333333	NA	NA	NA	0	0	8	1.7	1	"2,2,2,2,2,2,2,2,3"	0	0	0	0	0	NA	Average	25.66666667	7.5	NA
167	NA	east	W1_SIL	W1	SIL	4	22	8	R	100	0	9	5	5	5	NA	2.2	33	9.3	7	0.533333333	2	4	3.333333333	NA	21.5	7.2	10	4	0.780666667	7	NA	8.333333333	0	20	NA	0.5	2	4.333333333	0.066666667	NA	NA	NA	0	0	7	1.7	0.1	"2,2,2,2,2,2,2,2,2"	0	0.01	0	0	0	NA	Average	27.25	8.25	NA
168	NA	east	C3_SIL	C3	SIL	4	22	6	R	150	0	9	3.5	6	6	NA	2.7	NA	NA	8.666666667	0.35	2	3.366666667	3.333333333	NA	23.66666667	5.9	8.366666667	4.5	1.110666667	26	NA	0	1.666666667	11.66666667	NA	0.366666667	2	6.7	0.1	NA	NA	NA	2	0	8	1.7	2	"3,3,4,2,0,2,4,3,3"	0	0	0	0	0	NA	Average	23.66666667	5.9	NA
169	NA	east	E4_SIL	E4	SIL	5	23	3	L	120	0	9	3.9	5	5	NA	2.083333333	13	4.25	6.333333333	0.233333333	2	1.866666667	1.666666667	NA	20	6.125	9	5.5	0.746	16.33333333	NA	0	0	6.666666667	NA	0.233333333	2	1.033333333	0.033333333	NA	NA	NA	0	0	6	1.5	30	"4,4,3,2,4,4,3,3,4"	0	0	0	0	0	NA	Average	16.5	5.1875	NA
170	NA	east	W1_SIL	W1	SIL	5	23	4	L	125	0	9	6	5	5	NA	2.533333333	26.33333333	7.383333333	6.333333333	0.04	1.666666667	0.1	2.333333333	NA	NA	NA	11.83333333	5.666666667	0.775	12.66666667	NA	8.333333333	0	15	NA	0.033333333	0.666666667	0.066666667	0.366666667	NA	NA	NA	0	0	7	1.6	0.5	"2,2,2,2,2,2,2,2,2"	0	0	0	0	0	NA	Average	26.33333333	7.383333333	NA
171	NA	east	E1_SIL	E1	SIL	5	23	6	L	120	1	8	4.5	5	5	NA	2.083333333	18	4.25	7	1.166666667	2.333333333	2.666666667	3.333333333	NA	17.5	4.2	10.33333333	4.666666667	0.763	32.33333333	NA	3.333333333	1.666666667	16.66666667	NA	5.666666667	2.666666667	1.333333333	0.333333333	NA	NA	NA	1	0	5	1.5	25	"4,4,4,3,4,4,4,4,3"	30	0	0	0	0	NA	Average	17.75	4.225	NA
172	NA	east	W3_SIL	W3	SIL	5	24	3	R	125	1	8	5.5	5	5	NA	2.1	NA	NA	6.333333333	0.036666667	1.333333333	0.2	3.333333333	NA	19.66666667	6.5	9.666666667	3.666666667	0.656	5	NA	0	0	16.66666667	NA	0.033333333	0.666666667	0.066666667	0.533333333	NA	NA	NA	0	1	5	1.4	0.1	"2,2,2,2,2,NA,2,2,2"	0	0	0	0	0	NA	Average	19.66666667	6.5	NA
173	NA	east	W4_SIL	W4	SIL	5	24	2	R	140	0	9	4.5	4	4	NA	1.966666667	NA	NA	5.333333333	0.036666667	1.333333333	0.033333333	4	NA	24.66666667	7.166666667	10.33333333	5	0.719666667	5.666666667	NA	3.333333333	0	11.66666667	NA	0.166666667	0.666666667	0.233333333	2.166666667	NA	NA	NA	0	0	5	1.4	0.05	"0,2,2,0,2,0,0,0,2"	0	0.02	0	0	0.2	NA	Average	24.66666667	7.166666667	NA
174	NA	east	C3_SIL	C3	SIL	5	25	1	L	140	0	9	5	6	6	NA	2.166666667	NA	NA	6.666666667	0.233333333	1.666666667	0.533333333	2.333333333	NA	17	5.97	6.666666667	3.166666667	0.918333333	12.66666667	NA	0	0	10	NA	0.1	2	0.366666667	0.033333333	NA	NA	NA	0	0	6	1.5	1	"2,2,3,3,2,3,2,3,2"	0	0	0	0	0	NA	Average	17	5.97	NA
175	NA	east	W2_SIL	W2	SIL	5	25	4	L	140	0	9	5.5	5	5	NA	2.333333333	30.5	9.82	6.333333333	0.006666667	1.333333333	0.033333333	2.333333333	NA	20	5.95	10.16666667	4.833333333	0.674333333	7.333333333	NA	6.666666667	0	33.33333333	NA	0	0	0.2	0.233333333	NA	NA	NA	0	0	6	1.5	0.5	"2,2,2,2,2,1,2,2,0"	0	0.01	0	0	0.02	NA	Average	25.25	7.885	NA
176	NA	east	E2_SIL	E2	SIL	5	25	6	L	130	1	8	3.5	6	6	NA	2.283333333	NA	NA	11.66666667	0.203333333	2	1.866666667	0.666666667	NA	15.66666667	5.766666667	9.166666667	4.833333333	0.764	34.33333333	NA	5	0	11.66666667	NA	0.2	1.666666667	5.333333333	0.366666667	NA	NA	NA	0	1	6	1.6	10	"3,0,3,3,4,4,4,4,NA"	0	0	0	0	0	NA	Average	15.66666667	5.766666667	NA
177	NA	east	C4_SIL	C4	SIL	5	26	8	R	130	1	8	3.9	5	5	NA	1.783333333	20	5.85	7.666666667	0.666666667	2	3	1.666666667	NA	22	6.975	8.333333333	4.833333333	0.869333333	15	NA	0	0	8.333333333	NA	0.666666667	2	1.166666667	0.2	NA	NA	NA	0	0	6	1.5	5	"2,3,3,3,3,4,4,2,3"	0	0	0	0	0	NA	Average	21	6.4125	NA
178	NA	east	E3_SIL	E3	SIL	5	26	7	R	135	0	9	4	5	5	NA	1.983333333	NA	NA	10.33333333	0.5	2	3.833333333	2.666666667	NA	14.33333333	5.4	8.5	4.166666667	0.897666667	22.66666667	NA	0	0	8.333333333	NA	0.533333333	2	2.166666667	0.333333333	NA	NA	NA	1	0	6	1.8	15	"2,4,3,2,2,4,4,4,2"	0	0	0	0	0	NA	Average	14.33333333	5.4	NA
179	NA	east	C2_SIL	C2	SIL	5	26	3	R	160	0	9	3.9	7	7	NA	3.566666667	NA	NA	9.333333333	0.02	1.333333333	0.166666667	1	NA	26	6.6	10.16666667	5.833333333	0.841	40	NA	1.666666667	0	8.333333333	NA	0	0	0.033333333	0.233333333	NA	NA	NA	0	0	7	1.7	2	"3,0,2,2,3,4,3,3,2"	0	0	0	0	0	NA	Average	26	6.6	NA
180	NA	east	C1_SIL	C1	SIL	5	27	7	L	135	0	9	6.5	6	6	NA	1.933333333	29	8.4	8.333333333	1	2	15	1.666666667	NA	NA	8.4	10.83333333	4.166666667	0.702	6.333333333	NA	1.666666667	0	16.66666667	NA	1.666666667	2	20	0.733333333	NA	NA	NA	0	0	6	1.5	2	"2,1,2,2,2,2,3,2,3"	0	0	0	0	0	NA	Average	29	8.4	NA
