allsilph_order	original_order	Location	plot_id	source_prairie	species	rep	row	column	directionheading	height_JUL_2020	mortality_JUL_2020	no_bolting_JUL_2020	grwth_stg_JUL_2020	vigor_JUL_2020	vigor_AUG_2020	random_num_2020	stem_dia_mm_JUL_2020	max_lig_JUL_2020	disc_dia_JUL_2020	num_stems_JUL_2020	pssev_JUL_2020	PSLERES_JUL_2020	STEMPS_JUL_2020	CLV_JUL_2020	notes_JUL_2020	maxlig_AUG_2020	disc_dia_AUG_2020	lf_lgth_AUG_2020	lf_width_AUG_2020	lf_thcknss_AUG_2020	num_flwrs_single_stlk_AUG_2020	stem_herb_2020	Floral_herb_AUG_2020	GALLWASP_AUG_2020	leaf_herb_AUG_2020	herb_other_AUG_2020	pssev_AUG_2020	PSLERES_AUG_2020	STEMPS_AUG_2020	lf_blotch_AUG_2020	dis_other_AUG_2020	Notes_AUG_2020	Notes_AUG	bolting_SEPT_2019	mortality_SEPT_2019	vigor_SEPT_2019	growth_stage_SEPT_2019	PSLESEV_SEPT_2019	PSLERES_SEPT_2019	PSSTSEV_SEPT_2019	BLLEBLSEV_SEPT_2019	PHSTSEV_SEPT_2019	CLVESEV_SEPT_2019	DM_SEPT_2019	notes_SEPT_2019
169	273	west	E2_SIL	E2	SIL	5	8	14	S	120	0	9	4.7	6	6	5	2.1	14	6.2	13	0.5	2	2	1	NA	NA	NA	12	4.5	0.706	27	NA	10	0	20	NA	0.5	2	2	5	NA	NA	NA	5	0	10	2.7	0.02	2	0	0	0	0.05	0	NA
170	274	west	E2_SIL	E2	SIL	5	8	14	S	NA	NA	NA	NA	NA	NA	6	1.3	NA	NA	11	2	2	15	5	NA	NA	NA	NA	NA	0.745	1	NA	0	0	60	NA	1	2	20	0	NA	crispy	crispy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
171	275	west	E2_SIL	E2	SIL	5	8	14	S	NA	NA	NA	NA	NA	NA	7	2	NA	NA	20	0.5	2	5	3	NA	15	6.9	10.5	4.5	0.659	22	NA	10	0	10	NA	1	2	10	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
172	284	west	E3_SIL	E3	SIL	5	2	15	N	125	0	9	5	6	5	6	2.4	16	6.85	13	0	0	0	3	NA	NA	NA	9.5	5	0.739	30	NA	5	0	40	NA	0	0	0	10	NA	NA	NA	3	0	10	1.9	0	0	0	0	0	0	0	NA
173	285	west	E3_SIL	E3	SIL	5	2	15	N	NA	NA	NA	NA	NA	NA	7	1.85	NA	NA	17	0.1	2	0.1	3	NA	15	5.45	10.5	4	0.682	22	NA	20	0	20	NA	0.5	2	1	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
174	286	west	E3_SIL	E3	SIL	5	2	15	N	NA	NA	NA	NA	NA	NA	9	1.1	13	NA	12	0.5	2	0	4	NA	NA	5.15	10.5	5	0.649	7	NA	20	0	30	NA	0.5	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
175	291	west	E1_SIL	E1	SIL	5	7	15	N	130	0	9	5.9	6	6	1	2.3	16	5.95	13	0	0	0	4	NA	NA	NA	11	5.5	0.546	42	NA	0	0	10	NA	0	0	0	5	NA	NA	NA	7	0	10	3.7	0	0	0	0	0	0	0	NA
176	292	west	E1_SIL	E1	SIL	5	7	15	N	NA	NA	NA	NA	NA	NA	3	2.15	21	7.55	11	0.5	2	0.5	4	NA	NA	NA	9.5	4.5	0.707	15	NA	5	0	5	NA	0.5	2	1	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
177	293	west	E1_SIL	E1	SIL	5	7	15	N	NA	NA	NA	NA	NA	NA	6	2.15	22	6.8	16	0.5	2	0.5	7	NA	NA	NA	9.5	3.5	0.644	19	NA	5	0	5	NA	0.5	2	1	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
178	298	west	W2_SIL	W2	SIL	5	12	15	N	105	1	8	5.5	3	4	1	1.75	NA	NA	2	10	2	30	1	"smallerplot,plantedlate"	15	6.05	10	3	0.638	1	NA	0	0	60	NA	5	2	20	40	NA	NA	NA	0	0	5	1.5	0.02	2	0	0	0	0	0	NA
179	299	west	W2_SIL	W2	SIL	5	12	15	N	NA	NA	NA	NA	NA	NA	3	2.2	NA	NA	6	5	3	20	7	NA	26	6.5	9	3	0.857	5	NA	60	0	50	NA	1	2	25	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180	300	west	W2_SIL	W2	SIL	5	12	15	N	NA	NA	NA	NA	NA	NA	6	1.55	NA	NA	2	2	2	5	7	NA	17	3.95	NA	NA	NA	1	NA	0	0	90	ama	1	2	5	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
181	2	central	W3_SIL	W3	SIL	1	2	1	S	90	1	8	6	3	NA	1	2.6	26	7.5	2	0	0	0	1	movedown	NA	NA	8.5	5.5	0.87	10	NA	50	0	5	NA	0	0	0	45	NA	NA	NA	0	1	4	1.4	0	0	0	0.1	0	0	0	NA
182	3	central	W3_SIL	W3	SIL	1	2	1	S	NA	NA	NA	NA	NA	NA	4	2.15	24	8.45	6	0	0	0	2	NA	NA	NA	10.5	4.5	0.982	12	NA	40	0	5	NA	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
183	4	central	W3_SIL	W3	SIL	1	2	1	S	NA	NA	NA	NA	NA	NA	9	1.4	23	6.85	3	0	0	0	0	NA	NA	NA	9	4	0.713	3	NA	30	5	5	NA	0	0	0	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
184	11	central	W4_SIL	W4	SIL	1	9	1	S	125	0	9	5.5	5	NA	3	1.85	35	NA	5	0	0	0	1	NA	NA	9.05	8	2.5	0.684	7	NA	50	10	0	NA	0	0	0	35	NA	NA	NA	0	0	4	1.4	0	0	0	0	0	0	0	NA
185	12	central	W4_SIL	W4	SIL	1	9	1	S	NA	NA	NA	NA	NA	NA	5	2.8	42	8.8	5	0	0	0	4	NA	NA	NA	9	3.5	0.83	14	NA	30	0	5	NA	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
186	13	central	W4_SIL	W4	SIL	1	9	1	S	NA	NA	NA	NA	NA	NA	9	2.75	35	10.5	1	0	0	0	1	NA	NA	NA	8.5	5	0.878	10	NA	10	0	5	NA	0	0	0	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
187	16	central	C3_SIL	C3	SIL	1	11	2	N	125	0	9	3.9	6	NA	1	2.75	NA	NA	8	0	0	0	3	NA	21	4.75	8.5	4.5	0.97	23	NA	10	10	5	NA	0	0	0	0	NA	NA	NA	0	0	5	1.5	0	0	0	0	0	0	0	NA
188	17	central	C3_SIL	C3	SIL	1	11	2	N	NA	NA	NA	NA	NA	NA	3	3	NA	NA	6	0	0	0	2	NA	30	6.2	8.5	6	0.955	72	NA	0	20	5	NA	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
189	18	central	C3_SIL	C3	SIL	1	11	2	N	NA	NA	NA	NA	NA	NA	6	3.3	NA	NA	2	0	0	0	2	NA	29	6.5	10	6	0.994	46	NA	0	0	5	NA	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
190	23	central	W1_SIL	W1	SIL	1	6	2	N	110	1	8	5.7	3	NA	1	1.7	NA	NA	1	0	0	0	1	NA	25	7.7	7	3.5	0.734	2	NA	50	0	0	NA	0	0	0	60	NA	NA	NA	0	0	3	1.3	0	0	0	0	0	0	0	NA
191	24	central	W1_SIL	W1	SIL	1	6	2	N	NA	NA	NA	NA	NA	NA	3	1.45	NA	NA	1	0	0	0	0	NA	22	5.8	na	na	na	1	NA	0	0	5	NA	0	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
192	25	central	W1_SIL	W1	SIL	1	6	2	N	NA	NA	NA	NA	NA	NA	7	3.9	24	9.5	2	0	0	0	0	NA	NA	NA	10	4.5	0.74	10	NA	30	10	10	NA	0	0	0	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
193	26	central	C1_SIL	C1	SIL	1	5	2	N	115	1	8	6.3	5	NA	2	2.05	29	7.2	9	0	0	0	1	lodging	NA	NA	9.5	4	1	14	NA	10	5	5	NA	0	0	0	25	NA	NA	NA	0	1	4	1.4	0	0	0	0	0	0	0	NA
194	27	central	C1_SIL	C1	SIL	1	5	2	N	NA	NA	NA	NA	NA	NA	3	2.75	41	8	3	0	0	0	1	NA	NA	NA	7	4	1.02	11	NA	20	0	5	NA	0	0	0	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
195	28	central	C1_SIL	C1	SIL	1	5	2	N	NA	NA	NA	NA	NA	NA	6	2.55	35	8.05	4	0	0	0	0	NA	NA	NA	8.5	5	0.893	18	NA	30	10	10	NA	0	0	0	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
196	29	central	E1_SIL	E1	SIL	1	4	2	N	105	0	9	4.7	6	NA	1	2.15	13	5.45	8	0	0	0	1	NA	NA	NA	10	5	1.03	29	NA	10	0	5	NA	0	0	0	0	NA	NA	NA	0	0	5	1.5	0	0	0	0	0	0	0	NA
197	30	central	E1_SIL	E1	SIL	1	4	2	N	NA	NA	NA	NA	NA	NA	7	1.75	15	5.95	6	0	0	0	3	NA	NA	NA	10	3	0.821	22	NA	20	0	5	NA	0	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
198	31	central	E1_SIL	E1	SIL	1	4	2	N	NA	NA	NA	NA	NA	NA	9	2.2	NA	NA	10	0	0	0	2	NA	18	5.6	8	4	0.812	30	NA	10	0	5	NA	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
199	32	central	C4_SIL	C4	SIL	1	3	2	N	125	1	8	4.5	6	NA	2	2.2	NA	NA	6	0	0	0	4	NA	20	5.75	9	4.5	1.08	21	NA	5	0	5	NA	0	0	0	0.5	NA	NA	NA	0	1	6	1.6	0	0	0	0	0	0	0	NA
200	33	central	C4_SIL	C4	SIL	1	3	2	N	NA	NA	NA	NA	NA	NA	6	3.05	NA	NA	7	0	0	0	1	NA	20	6.55	9	4.5	1.04	27	NA	5	0	5	NA	0	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
201	34	central	C4_SIL	C4	SIL	1	3	2	N	NA	NA	NA	NA	NA	NA	7	2.65	24	7.5	6	0	0	0	3	NA	NA	NA	9.5	5.5	0.959	31	NA	0	5	5	NA	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
202	39	central	W2_SIL	W2	SIL	1	3	3	S	90	0	9	4.9	3	NA	1	2.35	26	11.9	2	0	0	0	0	"1C4plant,verydifferent"	NA	NA	10	3.5	1.184	7	NA	40	0	10	NA	0	0	0	50	NA	NA	NA	0	0	3	1.3	0	0	0	0.01	0	0	0	NA
203	40	central	W2_SIL	W2	SIL	1	3	3	S	NA	NA	NA	NA	NA	NA	2	2.05	24	7.9	1	0	0	0	1	NA	NA	NA	na	na	0.78	6	NA	30	10	0	NA	0	0	0	65	NA	tenthofinchdiscdia	tenthofinchdiscdia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
204	41	central	W2_SIL	W2	SIL	1	3	3	S	NA	NA	NA	NA	NA	NA	4	2.3	NA	NA	1	0	0	0	4	NA	34	7.35	9.5	4.5	0.792	8	NA	70	0	5	NA	0	0	0	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
205	45	central	E2_SIL	E2	SIL	1	7	3	S	105	0	9	4.3	6	NA	7	2.75	NA	NA	5	0	0	0	3	NA	16	5.9	9	5	0.837	52	NA	5	0	5	NA	0	0	0	5	NA	NA	NA	0	0	5	1.5	0	0	0	0	0	0	0	NA
206	46	central	E2_SIL	E2	SIL	1	7	3	S	NA	NA	NA	NA	NA	NA	8	2.1	13	6.6	7	0	0	0	0	NA	NA	NA	9.5	6	0.99	43	NA	10	0	5	NA	0	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
207	47	central	E2_SIL	E2	SIL	1	7	3	S	NA	NA	NA	NA	NA	NA	9	2.25	NA	NA	8	0	0	0	2	NA	13	6.3	8	5	0.748	25	NA	5	0	5	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
208	49	central	E3_SIL	E3	SIL	1	9	3	S	115	1	8	3.9	5	NA	2	1.25	NA	NA	2	0	0	0	0	NA	13	6.2	9	3.5	0.699	10	NA	0	0	5	NA	0	0	0	0	NA	NA	NA	0	1	5	1.5	0	0	0	0	0	0	0	NA
209	50	central	E3_SIL	E3	SIL	1	9	3	S	NA	NA	NA	NA	NA	NA	4	2.2	NA	NA	10	0	0	0	2	NA	14	5.2	8.5	4	0.86	48	NA	5	0	5	NA	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
210	51	central	E3_SIL	E3	SIL	1	9	3	S	NA	NA	NA	NA	NA	NA	6	1.95	NA	NA	8	0	0	0	3	NA	15	5.4	9	4.5	0.953	43	NA	5	0	0	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
211	56	central	E4_SIL	E4	SIL	1	9	4	N	115	0	9	4	5	NA	1	2.1	NA	NA	8	0	0	0	3	NA	21	6.05	9.5	4.5	0.926	18	NA	20	0	5	NA	0	0	0	0	NA	NA	NA	0	0	5	1.5	0	0	0	0	0	0	0	NA
212	57	central	E4_SIL	E4	SIL	1	9	4	N	NA	NA	NA	NA	NA	NA	3	1.5	NA	NA	5	0	0	0	2	NA	13	4.9	8	3	0.766	13	NA	5	0	0	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
213	58	central	E4_SIL	E4	SIL	1	9	4	N	NA	NA	NA	NA	NA	NA	5	2.85	14	NA	9	0	0	0	2	NA	NA	5.4	9	3.5	0.847	36	NA	10	0	10	NA	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
214	66	central	C2_SIL	C2	SIL	1	1	4	N	115	0	9	3.7	5	NA	3	2.35	NA	NA	4	0	0	0	1	NA	22	7.25	9	5	0.967	27	NA	5	0	5	NA	0	0	0	2	NA	NA	NA	0	0	6	1.5	0	0	0	0	0	0	0	NA
215	67	central	C2_SIL	C2	SIL	1	1	4	N	NA	NA	NA	NA	NA	NA	5	2.65	NA	NA	6	0	0	0	1	NA	20	7	9	5	0.946	38	NA	5	5	5	NA	0	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
216	68	central	C2_SIL	C2	SIL	1	1	4	N	NA	NA	NA	NA	NA	NA	9	3	NA	NA	4	0	0	0	1	NA	18	5.4	9	5	0.933	24	NA	0	10	5	NA	0	0	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
217	70	central	C2_SIL	C2	SIL	2	2	5	S	110	1	8	3.7	4	NA	2	2.45	NA	NA	8	0	0	0	0	NA	16	5.15	7.5	4	0.942	20	NA	20	0	5	NA	0	0	0	10	NA	NA	NA	0	0	4	1.5	0	0	0	0	0	0	0	NA
218	71	central	C2_SIL	C2	SIL	2	2	5	S	NA	NA	NA	NA	NA	NA	3	1.95	NA	NA	5	0	0	0	0	NA	16	7.2	7	3.5	0.973	22	NA	5	0	5	NA	0	0	0	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
219	72	central	C2_SIL	C2	SIL	2	2	5	S	NA	NA	NA	NA	NA	NA	6	2.35	NA	NA	5	0	0	0	2	NA	24	6.75	8.5	5	0.978	23	NA	10	5	5	NA	0	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
220	73	central	W4_SIL	W4	SIL	2	3	5	S	100	0	9	5	3	NA	3	1.95	NA	NA	2	0	0	0	6	NA	21	7.15	7.5	2.5	0.911	5	NA	20	0	5	NA	0	0	0	30	NA	NA	NA	0	0	4	1.3	0	0	0	1	0	0	0	NA
221	74	central	W4_SIL	W4	SIL	2	3	5	S	NA	NA	NA	NA	NA	NA	4	2.75	NA	NA	2	0	0	0	4	NA	27	7.6	6.5	3.5	0.741	2	NA	0	0	0	NA	0	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
222	75	central	W4_SIL	W4	SIL	2	3	5	S	NA	NA	NA	NA	NA	NA	8	1.35	NA	NA	1	0	0	0	0	NA	NA	4.75	10	4	0.794	2	NA	100	0	5	NA	0	0	0	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
223	77	central	W2_SIL	W2	SIL	2	5	5	S	65	1	8	3.3	2	NA	2	1.75	23	5.95	1	0	0	0	0	NA	NA	NA	9.5	4.5	0.814	9	NA	40	10	5	NA	0	0	0	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
224	78	central	W2_SIL	W2	SIL	2	5	5	S	NA	NA	NA	NA	NA	NA	5	1.95	NA	NA	1	0	0	0	0	NA	24	6.7	8	5.4	0.829	4	NA	0	0	30	NA	0	0	0	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
225	79	central	W2_SIL	W2	SIL	2	5	5	S	NA	NA	NA	NA	NA	NA	9	2.3	NA	NA	1	0	0	0	0	NA	23	6.8	10	4.5	0.94	2	NA	50	0	20	NA	0	0	0	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
226	83	central	E4_SIL	E4	SIL	2	9	5	S	105	0	9	3.7	5	NA	1	1.8	NA	NA	2	NA	NA	NA	2	NA	12	5.35	6	3	0.85	11	NA	0	5	5	NA	0	0	0	0.5	NA	NA	NA	0	0	4	1.4	0	0	0	0	0	0	0	NA
227	84	central	E4_SIL	E4	SIL	2	9	5	S	NA	NA	NA	NA	NA	NA	5	1.85	NA	NA	6	NA	NA	NA	2	NA	16	5.8	7	3.5	0.83	36	NA	5	0	10	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
228	85	central	E4_SIL	E4	SIL	2	9	5	S	NA	NA	NA	NA	NA	NA	6	2.4	NA	NA	10	NA	NA	NA	3	NA	14	7.05	10	3.5	0.717	23	NA	10	0	10	NA	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
229	96	central	C3_SIL	C3	SIL	2	3	6	N	110	0	9	3.5	5	NA	1	1.95	NA	NA	6	0	0	0	2	NA	16	6.8	7	3.1	0.925	23	NA	10	0	20	NA	0	0	0	0	NA	NA	NA	0	0	5	1.5	0	0	0	0	0	0	0	NA
230	97	central	C3_SIL	C3	SIL	2	3	6	N	NA	NA	NA	NA	NA	NA	7	2.15	NA	NA	7	0	0	0	1	NA	19	5.35	7	4	0.845	25	NA	5	0	5	NA	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231	98	central	C3_SIL	C3	SIL	2	3	6	N	NA	NA	NA	NA	NA	NA	9	3	NA	NA	4	0	0	0	1	NA	18	4.15	7	4	0.867	27	NA	10	0	5	NA	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
232	105	central	E3_SIL	E3	SIL	2	5	7	S	120	0	9	3.9	6	NA	2	2.2	NA	NA	3	0	0	0	1	NA	15	5.3	7	4	0.725	41	NA	0	0	30	NA	0	0	0	0.1	NA	drybloctchsymptom-easternanscentral	drybloctchsymptom-easternanscentral	1	0	5	1.5	0	0	0	0	0	0	0	NA
233	106	central	E3_SIL	E3	SIL	2	5	7	S	NA	NA	NA	NA	NA	NA	4	2.75	NA	NA	6	0	0	0	4	NA	15	6.1	9	5	0.893	44	NA	5	0	10	NA	0	0	0	5	NA	dry	dry	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
234	107	central	E3_SIL	E3	SIL	2	5	7	S	NA	NA	NA	NA	NA	NA	8	2.6	NA	NA	6	0	0	0	0	NA	14	6.7	9	5	0.838	53	NA	0	0	5	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235	111	central	E1_SIL	E1	SIL	2	9	7	S	125	1	8	4.3	6	NA	1	3.1	18	5.7	9	0	0	0	1	NA	NA	NA	11.5	4.5	0.93	67	NA	20	0	20	NA	0	0	0	15	NA	NA	NA	0	1	6	1.7	0	0	0	0	0	0	0	NA
236	112	central	E1_SIL	E1	SIL	2	9	7	S	NA	NA	NA	NA	NA	NA	2	1.25	NA	NA	5	0	0	0	0	NA	16	5.7	9	4.5	0.651	60	NA	10	20	10	NA	0	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
237	113	central	E1_SIL	E1	SIL	2	9	7	S	NA	NA	NA	NA	NA	NA	6	2.7	16	5.15	8	0	0	0	3	NA	NA	NA	12	5.5	0.812	76	NA	10	0	20	NA	0	0	0	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
238	115	central	C1_SIL	C1	SIL	2	11	7	S	120	1	8	6	6	NA	2	2.05	30	8.25	7	0	0	0	NA	NA	NA	NA	8.5	3.5	0.914	13	NA	20	20	20	NA	0	0	0	15	NA	lodging	lodging	0	0	6	1.5	0	0	0	0	0	0	0	NA
239	116	central	C1_SIL	C1	SIL	2	11	7	S	NA	NA	NA	NA	NA	NA	3	2.9	38	8.35	7	0	0	0	1	NA	NA	NA	10	4	0.964	23	NA	10	20	30	NA	0	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
240	117	central	C1_SIL	C1	SIL	2	11	7	S	NA	NA	NA	NA	NA	NA	8	2.95	23	7.25	9	0	0	0	1	NA	NA	NA	7.5	3	0.906	6	NA	20	30	20	NA	0	0	0	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
241	119	central	W3_SIL	W3	SIL	2	10	8	N	95	3	5	5.5	2	NA	3	3.4	30	NA	2	0	0	0	0	NA	NA	7.15	12	5.5	0.978	5	NA	50	10	30	NA	0	0	0	50	NA	NA	NA	0	0	2	1.3	0	0	0	0.01	0	0	0	NA
242	120	central	W3_SIL	W3	SIL	2	10	8	N	NA	NA	NA	NA	NA	NA	5	2.2	44	9.1	2	0	0	0	1	NA	NA	NA	10.5	5	0.767	9	NA	50	10	10	NA	0	0	0	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
243	121	central	W3_SIL	W3	SIL	2	10	8	N	NA	NA	NA	NA	NA	NA	8	1.6	NA	NA	1	0	0	0	1	NA	na	5.85	8.5	3	0.857	1	NA	100	0	5	NA	0	0	0	5	NA	bleachingcalcifying	bleachingcalcifying	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
244	123	central	C4_SIL	C4	SIL	2	8	8	N	145	0	9	6.3	7	NA	1	2.8	23	6.85	6	0	0	0	1	NA	NA	NA	8	4	0.964	29	NA	5	5	5	NA	0	0	0	10	NA	NA	NA	0	0	6	1.5	0	0	0	0	0	0	0	NA
245	124	central	C4_SIL	C4	SIL	2	8	8	N	NA	NA	NA	NA	NA	NA	3	2.45	NA	NA	6	0	0	0	1	NA	20	6.45	10	6	0.985	23	NA	5	0	30	NA	0	0	0	5	NA	perfoliateleaves	perfoliateleaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
246	125	central	C4_SIL	C4	SIL	2	8	8	N	NA	NA	NA	NA	NA	NA	4	2.2	NA	NA	7	0	0	0	3	NA	16	5.55	8	4	0.846	23	NA	5	0	20	NA	0	0	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
247	129	central	W1_SIL	W1	SIL	2	4	8	N	115	0	9	5.5	3	NA	2	2.7	25	9.5	3	0	0	0	0	NA	NA	NA	9	4.5	0.917	15	NA	40	0	0	NA	0	0	0	75	NA	leafherbiovrydifficultduetodisease	leafherbiovrydifficultduetodisease	0	0	4	1.3	0	0	0	0.1	0	0	0	NA
248	130	central	W1_SIL	W1	SIL	2	4	8	N	NA	NA	NA	NA	NA	NA	5	2.4	28	8.75	1	0	0	0	1	NA	NA	NA	9.5	5	0.814	14	NA	20	0	0	NA	0	0	0	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
249	131	central	W1_SIL	W1	SIL	2	4	8	N	NA	NA	NA	NA	NA	NA	6	1.9	NA	NA	1	0	0	0	0	NA	na	8.75	na	na	na	3	NA	0	0	na	NA	0	0	0	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
250	133	central	E2_SIL	E2	SIL	2	2	8	N	120	0	9	4.3	6	NA	3	2.85	NA	NA	8	NA	NA	NA	3	NA	16	5.65	8	5	0.87	85	NA	5	0	10	NA	0	0	0	5	NA	NA	NA	0	0	6	1.5	0	0	0	0	0	0	0	NA
251	134	central	E2_SIL	E2	SIL	2	2	8	N	NA	NA	NA	NA	NA	NA	6	2.55	NA	NA	10	NA	NA	NA	3	NA	15	5.5	10	4	0.872	64	NA	5	0	10	NA	0	0	0	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
252	135	central	E2_SIL	E2	SIL	2	2	8	N	NA	NA	NA	NA	NA	NA	7	2.7	NA	NA	6	NA	NA	NA	3	NA	15	7	8	3.5	0.869	33	NA	5	0	5	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
253	148	central	E4_SIL	E4	SIL	3	11	10	N	130	0	9	4.7	6	NA	1	2	16	NA	4	0	0	0	1	NA	NA	5.8	8.5	4.5	0.996	95	NA	10	0	5	NA	0	0	0	2	NA	NA	NA	0	0	5	1.5	0	0	0	0	0	0	0	NA
254	149	central	E4_SIL	E4	SIL	3	11	10	N	NA	NA	NA	NA	NA	NA	2	2.6	NA	NA	13	0	0	0	1	NA	19	6.15	8.5	3	0.953	41	NA	5	0	5	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
255	150	central	E4_SIL	E4	SIL	3	11	10	N	NA	NA	NA	NA	NA	NA	6	2.05	17	5.8	12	0	0	0	1	NA	NA	NA	8	3	0.755	42	NA	10	0	10	NA	0	0	0	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
256	151	central	C4_SIL	C4	SIL	3	10	10	N	135	1	8	4.7	6	NA	1	3.85	NA	NA	7	0	0	0	0	NA	18	6.9	10	6	0.92	81	NA	5	5	20	NA	0	0	0	10	NA	NA	NA	0	1	6	1.5	0	0	0	0	0	0	0	NA
